at_index,sr_index,max_year,min_year,distance,class,at_name,sr_name
1151,270,2022,2020,3.0,1,A/cairo/134/2012,A/antsohihy/03201/2023
1151,316,2022,2022,2.0,1,A/cairo/134/2012,A/argentina/2959/2022
1151,317,2022,2021,0.0,0,A/cairo/134/2012,A/argentina/2973/2022
1151,1012,2022,2022,0.0,0,A/cairo/134/2012,A/bulgaria/1827/2022
1151,319,2022,2021,0.0,0,A/cairo/134/2012,A/argentina/3023/2022
1151,787,2022,2022,3.0,1,A/cairo/134/2012,A/berlin/8/2014
1151,328,2022,2022,2.0,1,A/cairo/134/2012,A/argentina/986/2024
1151,788,2022,2022,1.0,0,A/cairo/134/2012,A/berlin/80/2014
1151,320,2022,2022,1.0,0,A/cairo/134/2012,A/argentina/3104/2022
1151,321,2022,2021,1.0,0,A/cairo/134/2012,A/argentina/3150/2022
1151,322,2022,2022,0.0,0,A/cairo/134/2012,A/argentina/3151/2022
1152,327,2022,2020,3.0,1,A/cairo/136/2012,A/argentina/4500/2022
1152,270,2022,2020,5.0,1,A/cairo/136/2012,A/antsohihy/03201/2023
1152,316,2022,2022,0.0,0,A/cairo/136/2012,A/argentina/2959/2022
1152,317,2022,2021,0.0,0,A/cairo/136/2012,A/argentina/2973/2022
1152,1012,2022,2022,1.0,0,A/cairo/136/2012,A/bulgaria/1827/2022
1152,319,2022,2021,1.0,0,A/cairo/136/2012,A/argentina/3023/2022
1152,787,2022,2022,2.0,1,A/cairo/136/2012,A/berlin/8/2014
1152,328,2022,2022,1.0,0,A/cairo/136/2012,A/argentina/986/2024
1152,788,2022,2022,0.0,0,A/cairo/136/2012,A/berlin/80/2014
1152,320,2022,2022,0.0,0,A/cairo/136/2012,A/argentina/3104/2022
1152,321,2022,2021,1.0,0,A/cairo/136/2012,A/argentina/3150/2022
1152,322,2022,2022,0.0,0,A/cairo/136/2012,A/argentina/3151/2022
1153,270,2022,2020,5.0,1,A/cairo/140/2012,A/antsohihy/03201/2023
1153,316,2022,2022,3.0,1,A/cairo/140/2012,A/argentina/2959/2022
1153,317,2022,2021,3.0,1,A/cairo/140/2012,A/argentina/2973/2022
1153,319,2022,2021,2.0,1,A/cairo/140/2012,A/argentina/3023/2022
1153,328,2022,2022,4.0,1,A/cairo/140/2012,A/argentina/986/2024
1153,320,2022,2022,4.0,1,A/cairo/140/2012,A/argentina/3104/2022
1153,321,2022,2021,4.0,1,A/cairo/140/2012,A/argentina/3150/2022
1153,322,2022,2022,3.0,1,A/cairo/140/2012,A/argentina/3151/2022
1154,272,2020,2018,0.0,0,A/cairo/152/2013,A/aragon/13141/2020
1154,273,2020,2019,3.0,1,A/cairo/152/2013,A/aragon/1548/2013
1154,274,2020,2014,3.0,1,A/cairo/152/2013,A/aragon/2031/2014
1154,275,2020,2017,1.0,0,A/cairo/152/2013,A/aragon/2062/2014
1154,276,2020,2016,2.0,1,A/cairo/152/2013,A/aragon/2102/2014
1155,278,2017,2017,0.0,0,A/cairo/153/2013,A/aragon/266/2014
1155,338,2017,2014,4.0,1,A/cairo/153/2013,A/armenia/2363/2016
1155,274,2017,2014,0.0,0,A/cairo/153/2013,A/aragon/2031/2014
1155,276,2017,2016,3.0,1,A/cairo/153/2013,A/aragon/2102/2014
1155,335,2017,2014,2.0,1,A/cairo/153/2013,A/armenia/12/2017
1156,272,2019,2018,0.0,0,A/cairo/158/2013,A/aragon/13141/2020
1156,275,2019,2017,2.5,1,A/cairo/158/2013,A/aragon/2062/2014
1157,278,2019,2017,4.0,1,A/cairo/171/2013,A/aragon/266/2014
1157,272,2019,2018,0.0,0,A/cairo/171/2013,A/aragon/13141/2020
1157,274,2019,2014,2.0,1,A/cairo/171/2013,A/aragon/2031/2014
1157,275,2019,2017,1.5,0,A/cairo/171/2013,A/aragon/2062/2014
1157,276,2019,2016,3.0,1,A/cairo/171/2013,A/aragon/2102/2014
1157,280,2019,2017,4.0,1,A/cairo/171/2013,A/aragon/4051/2022
1158,278,2019,2017,4.0,1,A/cairo/5/2012,A/aragon/266/2014
1158,272,2019,2018,0.0,0,A/cairo/5/2012,A/aragon/13141/2020
1158,274,2019,2014,1.0,0,A/cairo/5/2012,A/aragon/2031/2014
1158,275,2019,2017,2.0,1,A/cairo/5/2012,A/aragon/2062/2014
1158,276,2019,2016,3.0,1,A/cairo/5/2012,A/aragon/2102/2014
1158,280,2019,2017,4.0,1,A/cairo/5/2012,A/aragon/4051/2022
1159,278,2019,2017,3.0,1,A/cairo/59/2012,A/aragon/266/2014
1159,272,2019,2018,0.0,0,A/cairo/59/2012,A/aragon/13141/2020
1159,274,2019,2014,1.0,0,A/cairo/59/2012,A/aragon/2031/2014
1159,275,2019,2017,2.0,1,A/cairo/59/2012,A/aragon/2062/2014
1159,276,2019,2016,3.0,1,A/cairo/59/2012,A/aragon/2102/2014
1159,280,2019,2017,4.0,1,A/cairo/59/2012,A/aragon/4051/2022
1160,269,2022,2020,2.0,1,A/cairo/63/2012,A/antsirabe/3857/2015
1160,327,2022,2020,5.0,1,A/cairo/63/2012,A/argentina/4500/2022
1160,270,2022,2020,4.0,1,A/cairo/63/2012,A/antsohihy/03201/2023
1160,317,2022,2021,2.0,1,A/cairo/63/2012,A/argentina/2973/2022
1160,271,2022,2019,3.0,1,A/cairo/63/2012,A/aragon/13140/2020
1160,395,2022,2021,1.0,0,A/cairo/63/2012,A/austria/1115877/2019
1160,320,2022,2022,1.0,0,A/cairo/63/2012,A/argentina/3104/2022
1160,321,2022,2021,1.0,0,A/cairo/63/2012,A/argentina/3150/2022
1161,297,2014,2013,3.0,1,A/cairo/93/2012,A/argentina/1178/2024
1161,298,2014,2013,3.0,1,A/cairo/93/2012,A/argentina/1182/2024
1161,284,2014,2010,3.0,1,A/cairo/93/2012,A/argentina/1065/2024
1161,285,2014,2009,3.0,1,A/cairo/93/2012,A/argentina/1071/2024
1161,300,2014,2013,1.0,0,A/cairo/93/2012,A/argentina/1211/2024
1161,301,2014,2013,2.0,1,A/cairo/93/2012,A/argentina/1215/2024
1161,286,2014,2011,1.0,0,A/cairo/93/2012,A/argentina/1077/2024
1161,287,2014,2012,3.0,1,A/cairo/93/2012,A/argentina/1080/2024
1161,289,2014,2011,1.0,0,A/cairo/93/2012,A/argentina/1114/2024
1162,278,2019,2017,5.0,1,A/calarasi/162804/2014,A/aragon/266/2014
1162,274,2019,2014,1.0,0,A/calarasi/162804/2014,A/aragon/2031/2014
1162,276,2019,2016,3.0,1,A/calarasi/162804/2014,A/aragon/2102/2014
1162,335,2019,2014,2.0,1,A/calarasi/162804/2014,A/armenia/12/2017
1162,280,2019,2017,4.0,1,A/calarasi/162804/2014,A/aragon/4051/2022
1163,315,2023,2022,3.0,1,A/calarasi/673/2006,A/argentina/2953/2022
1163,316,2023,2022,0.0,0,A/calarasi/673/2006,A/argentina/2959/2022
1163,317,2023,2021,0.0,0,A/calarasi/673/2006,A/argentina/2973/2022
1163,318,2023,2022,1.0,0,A/calarasi/673/2006,A/argentina/2995/2022
1163,319,2023,2021,2.5,1,A/calarasi/673/2006,A/argentina/3023/2022
1163,320,2023,2022,1.0,0,A/calarasi/673/2006,A/argentina/3104/2022
1163,321,2023,2021,0.0,0,A/calarasi/673/2006,A/argentina/3150/2022
1163,322,2023,2022,2.0,1,A/calarasi/673/2006,A/argentina/3151/2022
1164,315,2023,2022,3.0,1,A/hiroshima/33/2006,A/argentina/2953/2022
1164,316,2023,2022,0.0,0,A/hiroshima/33/2006,A/argentina/2959/2022
1164,317,2023,2021,1.0,0,A/hiroshima/33/2006,A/argentina/2973/2022
1164,318,2023,2022,1.0,0,A/hiroshima/33/2006,A/argentina/2995/2022
1164,319,2023,2021,2.5,1,A/hiroshima/33/2006,A/argentina/3023/2022
1164,320,2023,2022,1.0,0,A/hiroshima/33/2006,A/argentina/3104/2022
1164,321,2023,2021,1.0,0,A/hiroshima/33/2006,A/argentina/3150/2022
1164,322,2023,2022,2.0,1,A/hiroshima/33/2006,A/argentina/3151/2022
1165,451,2024,2023,1.0,0,A/northdakota/1/2004,A/austria/1513868/2022
1165,363,2024,2023,0.0,0,A/northdakota/1/2004,A/astrakhan/2/2013
1165,291,2024,2023,1.0,0,A/northdakota/1/2004,A/argentina/1130/2024
1165,292,2024,2022,2.0,1,A/northdakota/1/2004,A/argentina/1151/2024
1165,293,2024,2023,0.0,0,A/northdakota/1/2004,A/argentina/1163/2024
1165,364,2024,2023,1.0,0,A/northdakota/1/2004,A/astrakhan/32/2017
1165,294,2024,2024,4.0,1,A/northdakota/1/2004,A/argentina/1166/2024
1165,295,2024,2023,0.0,0,A/northdakota/1/2004,A/argentina/1167/2024
1166,451,2024,2023,1.0,0,A/sendai/f131/2006,A/austria/1513868/2022
1166,363,2024,2023,0.0,0,A/sendai/f131/2006,A/astrakhan/2/2013
1166,291,2024,2023,2.0,1,A/sendai/f131/2006,A/argentina/1130/2024
1166,292,2024,2022,2.0,1,A/sendai/f131/2006,A/argentina/1151/2024
1166,293,2024,2023,0.0,0,A/sendai/f131/2006,A/argentina/1163/2024
1166,364,2024,2023,1.0,0,A/sendai/f131/2006,A/astrakhan/32/2017
1166,294,2024,2024,4.0,1,A/sendai/f131/2006,A/argentina/1166/2024
1166,295,2024,2023,1.0,0,A/sendai/f131/2006,A/argentina/1167/2024
1167,451,2024,2023,0.0,0,A/cambodia/923251/2020,A/austria/1513868/2022
1167,363,2024,2023,0.0,0,A/cambodia/923251/2020,A/astrakhan/2/2013
1167,291,2024,2023,0.0,0,A/cambodia/923251/2020,A/argentina/1130/2024
1167,292,2024,2022,2.0,1,A/cambodia/923251/2020,A/argentina/1151/2024
1167,293,2024,2023,0.0,0,A/cambodia/923251/2020,A/argentina/1163/2024
1167,364,2024,2023,0.0,0,A/cambodia/923251/2020,A/astrakhan/32/2017
1167,294,2024,2024,3.0,1,A/cambodia/923251/2020,A/argentina/1166/2024
1167,295,2024,2023,1.0,0,A/cambodia/923251/2020,A/argentina/1167/2024
1168,451,2024,2023,1.0,0,A/hongkong/45/2019,A/austria/1513868/2022
1168,363,2024,2023,0.0,0,A/hongkong/45/2019,A/astrakhan/2/2013
1168,291,2024,2023,0.0,0,A/hongkong/45/2019,A/argentina/1130/2024
1168,292,2024,2022,2.0,1,A/hongkong/45/2019,A/argentina/1151/2024
1168,293,2024,2023,0.0,0,A/hongkong/45/2019,A/argentina/1163/2024
1168,364,2024,2023,0.0,0,A/hongkong/45/2019,A/astrakhan/32/2017
1168,294,2024,2024,3.0,1,A/hongkong/45/2019,A/argentina/1166/2024
1168,295,2024,2023,1.0,0,A/hongkong/45/2019,A/argentina/1167/2024
1169,298,2014,2013,3.0,1,A/cameroon/10483/2022,A/argentina/1182/2024
1169,397,2014,2014,0.0,0,A/cameroon/10483/2022,A/austria/1117700/2019
1169,285,2014,2009,3.0,1,A/cameroon/10483/2022,A/argentina/1071/2024
1169,300,2014,2013,1.0,0,A/cameroon/10483/2022,A/argentina/1211/2024
1169,398,2014,2013,2.0,1,A/cameroon/10483/2022,A/austria/1120261/2019
1169,335,2014,2014,0.0,0,A/cameroon/10483/2022,A/armenia/12/2017
1169,339,2014,2013,2.0,1,A/cameroon/10483/2022,A/armenia/501/2019
1169,287,2014,2012,3.0,1,A/cameroon/10483/2022,A/argentina/1080/2024
1169,289,2014,2011,1.0,0,A/cameroon/10483/2022,A/argentina/1114/2024
1170,272,2020,2018,3.0,1,A/cameroon/1100/2024,A/aragon/13141/2020
1170,273,2020,2019,2.6666666666666665,1,A/cameroon/1100/2024,A/aragon/1548/2013
1170,274,2020,2014,3.0,1,A/cameroon/1100/2024,A/aragon/2031/2014
1170,275,2020,2017,3.0,1,A/cameroon/1100/2024,A/aragon/2062/2014
1170,276,2020,2016,1.0,0,A/cameroon/1100/2024,A/aragon/2102/2014
1170,325,2020,2019,3.0,1,A/cameroon/1100/2024,A/argentina/3486/2022
278,278,2017,2017,0.0,0,A/aragon/266/2014,A/aragon/266/2014
278,1171,2017,2017,2.0,1,A/aragon/266/2014,A/cameroon/12v-2580/2012
278,608,2019,2017,2.0,1,A/aragon/266/2014,A/belgium/14g0496/2014
278,272,2018,2017,1.661764705882353,0,A/aragon/266/2014,A/aragon/13141/2020
278,638,2019,2017,3.0,1,A/aragon/266/2014,A/belgium/g0162/2022
278,273,2019,2017,4.0,1,A/aragon/266/2014,A/aragon/1548/2013
278,338,2017,2014,3.375,1,A/aragon/266/2014,A/armenia/2363/2016
278,274,2017,2014,0.2203389830508474,0,A/aragon/266/2014,A/aragon/2031/2014
278,609,2018,2017,3.0,1,A/aragon/266/2014,A/belgium/14g0508/2014
278,275,2017,2017,2.363095238095238,1,A/aragon/266/2014,A/aragon/2062/2014
278,1172,2017,2017,1.0,0,A/aragon/266/2014,A/cameroon/12v-4222/2012
278,279,2018,2017,5.0,1,A/aragon/266/2014,A/aragon/271/2014
278,640,2019,2017,1.0,0,A/aragon/266/2014,A/belgium/g0164/2022
278,858,2018,2017,2.0,1,A/aragon/266/2014,A/brandenburg/9/2020
278,1173,2018,2017,3.0,1,A/aragon/266/2014,A/cameroon/12v-4272/2012
278,1174,2017,2016,4.0,1,A/aragon/266/2014,A/cameroon/12v-4580/2012
278,276,2017,2016,1.3916666666666666,0,A/aragon/266/2014,A/aragon/2102/2014
278,325,2019,2017,2.35,1,A/aragon/266/2014,A/argentina/3486/2022
278,335,2017,2014,1.0294117647058822,0,A/aragon/266/2014,A/armenia/12/2017
278,280,2017,2017,0.9,0,A/aragon/266/2014,A/aragon/4051/2022
278,339,2017,2013,1.0,0,A/aragon/266/2014,A/armenia/501/2019
1175,298,2015,2013,4.0,1,A/cameroon/12v-4660/2012,A/argentina/1182/2024
1175,338,2015,2014,2.0,1,A/cameroon/12v-4660/2012,A/armenia/2363/2016
1175,274,2015,2014,1.0,0,A/cameroon/12v-4660/2012,A/aragon/2031/2014
1175,453,2015,2014,1.0,0,A/cameroon/12v-4660/2012,A/austria/1561460/2022
1175,285,2015,2009,3.0,1,A/cameroon/12v-4660/2012,A/argentina/1071/2024
1175,300,2015,2013,1.0,0,A/cameroon/12v-4660/2012,A/argentina/1211/2024
1175,335,2015,2014,2.0,1,A/cameroon/12v-4660/2012,A/armenia/12/2017
1175,339,2015,2013,2.0,1,A/cameroon/12v-4660/2012,A/armenia/501/2019
1175,287,2015,2012,4.0,1,A/cameroon/12v-4660/2012,A/argentina/1080/2024
1171,278,2017,2017,0.0,0,A/cameroon/12v-2580/2012,A/aragon/266/2014
1171,1171,2017,2017,0.0,0,A/cameroon/12v-2580/2012,A/cameroon/12v-2580/2012
1171,338,2017,2014,1.0,0,A/cameroon/12v-2580/2012,A/armenia/2363/2016
1171,274,2017,2014,1.0,0,A/cameroon/12v-2580/2012,A/aragon/2031/2014
1171,276,2017,2016,0.0,0,A/cameroon/12v-2580/2012,A/aragon/2102/2014
1171,335,2017,2014,3.0,1,A/cameroon/12v-2580/2012,A/armenia/12/2017
1171,280,2017,2017,0.0,0,A/cameroon/12v-2580/2012,A/aragon/4051/2022
1176,298,2015,2013,4.0,1,A/cameroon/12v-4664/2012,A/argentina/1182/2024
1176,338,2015,2014,2.0,1,A/cameroon/12v-4664/2012,A/armenia/2363/2016
1176,274,2015,2014,1.0,0,A/cameroon/12v-4664/2012,A/aragon/2031/2014
1176,453,2015,2014,1.0,0,A/cameroon/12v-4664/2012,A/austria/1561460/2022
1176,285,2015,2009,3.0,1,A/cameroon/12v-4664/2012,A/argentina/1071/2024
1176,300,2015,2013,2.0,1,A/cameroon/12v-4664/2012,A/argentina/1211/2024
1176,335,2015,2014,1.0,0,A/cameroon/12v-4664/2012,A/armenia/12/2017
1176,339,2015,2013,2.0,1,A/cameroon/12v-4664/2012,A/armenia/501/2019
1176,287,2015,2012,4.0,1,A/cameroon/12v-4664/2012,A/argentina/1080/2024
1177,272,2019,2018,0.0,0,A/cameroon/12v-4685/2012,A/aragon/13141/2020
1177,275,2019,2017,2.0,1,A/cameroon/12v-4685/2012,A/aragon/2062/2014
1177,276,2019,2016,4.0,1,A/cameroon/12v-4685/2012,A/aragon/2102/2014
1177,280,2019,2017,5.0,1,A/cameroon/12v-4685/2012,A/aragon/4051/2022
1178,298,2016,2013,5.0,1,A/cameroon/12v-4989/2012,A/argentina/1182/2024
1178,338,2016,2014,1.5,0,A/cameroon/12v-4989/2012,A/armenia/2363/2016
1178,274,2016,2014,1.0,0,A/cameroon/12v-4989/2012,A/aragon/2031/2014
1178,335,2016,2014,2.5,1,A/cameroon/12v-4989/2012,A/armenia/12/2017
1178,339,2016,2013,3.5,1,A/cameroon/12v-4989/2012,A/armenia/501/2019
1178,287,2016,2012,7.0,1,A/cameroon/12v-4989/2012,A/argentina/1080/2024
1179,298,2016,2013,5.0,1,A/cameroon/12v-5054/2012,A/argentina/1182/2024
1179,338,2016,2014,2.0,1,A/cameroon/12v-5054/2012,A/armenia/2363/2016
1179,274,2016,2014,1.0,0,A/cameroon/12v-5054/2012,A/aragon/2031/2014
1179,335,2016,2014,2.5,1,A/cameroon/12v-5054/2012,A/armenia/12/2017
1179,339,2016,2013,3.5,1,A/cameroon/12v-5054/2012,A/armenia/501/2019
1179,287,2016,2012,7.0,1,A/cameroon/12v-5054/2012,A/argentina/1080/2024
1180,269,2022,2020,2.0,1,A/cameroon/12v-5056/2012,A/antsirabe/3857/2015
1180,327,2022,2020,4.0,1,A/cameroon/12v-5056/2012,A/argentina/4500/2022
1180,270,2022,2020,4.0,1,A/cameroon/12v-5056/2012,A/antsohihy/03201/2023
1180,317,2022,2021,2.0,1,A/cameroon/12v-5056/2012,A/argentina/2973/2022
1180,271,2022,2019,3.0,1,A/cameroon/12v-5056/2012,A/aragon/13140/2020
1180,395,2022,2021,2.0,1,A/cameroon/12v-5056/2012,A/austria/1115877/2019
1180,321,2022,2021,1.0,0,A/cameroon/12v-5056/2012,A/argentina/3150/2022
1181,270,2022,2020,3.0,1,A/cameroon/12v-5136/2012,A/antsohihy/03201/2023
1181,316,2022,2022,2.0,1,A/cameroon/12v-5136/2012,A/argentina/2959/2022
1181,317,2022,2021,3.0,1,A/cameroon/12v-5136/2012,A/argentina/2973/2022
1181,318,2022,2022,2.0,1,A/cameroon/12v-5136/2012,A/argentina/2995/2022
1181,319,2022,2021,3.0,1,A/cameroon/12v-5136/2012,A/argentina/3023/2022
1181,328,2022,2022,3.0,1,A/cameroon/12v-5136/2012,A/argentina/986/2024
1181,320,2022,2022,1.0,0,A/cameroon/12v-5136/2012,A/argentina/3104/2022
1181,321,2022,2021,3.0,1,A/cameroon/12v-5136/2012,A/argentina/3150/2022
1181,322,2022,2022,2.0,1,A/cameroon/12v-5136/2012,A/argentina/3151/2022
1182,272,2020,2018,0.0,0,A/cameroon/12v-5316/2012,A/aragon/13141/2020
1182,638,2020,2019,3.0,1,A/cameroon/12v-5316/2012,A/belgium/g0162/2022
1182,273,2020,2019,3.0,1,A/cameroon/12v-5316/2012,A/aragon/1548/2013
1182,274,2020,2014,3.0,1,A/cameroon/12v-5316/2012,A/aragon/2031/2014
1182,275,2020,2017,0.5,0,A/cameroon/12v-5316/2012,A/aragon/2062/2014
1182,276,2020,2016,2.0,1,A/cameroon/12v-5316/2012,A/aragon/2102/2014
1182,325,2020,2019,5.0,1,A/cameroon/12v-5316/2012,A/argentina/3486/2022
1183,282,2013,2011,1.0,0,A/cameroon/12v-5334/2012,A/argentina/1021/2024
1183,284,2013,2010,4.0,1,A/cameroon/12v-5334/2012,A/argentina/1065/2024
1183,285,2013,2009,4.0,1,A/cameroon/12v-5334/2012,A/argentina/1071/2024
1183,300,2013,2013,1.0,0,A/cameroon/12v-5334/2012,A/argentina/1211/2024
1183,286,2013,2011,2.0,1,A/cameroon/12v-5334/2012,A/argentina/1077/2024
1183,287,2013,2012,2.0,1,A/cameroon/12v-5334/2012,A/argentina/1080/2024
1183,289,2013,2011,2.0,1,A/cameroon/12v-5334/2012,A/argentina/1114/2024
1184,278,2018,2017,0.0,0,A/cameroon/12v-5498/2012,A/aragon/266/2014
1184,274,2018,2014,0.0,0,A/cameroon/12v-5498/2012,A/aragon/2031/2014
1184,276,2018,2016,1.0,0,A/cameroon/12v-5498/2012,A/aragon/2102/2014
1184,335,2018,2014,3.0,1,A/cameroon/12v-5498/2012,A/armenia/12/2017
1184,280,2018,2017,0.0,0,A/cameroon/12v-5498/2012,A/aragon/4051/2022
1185,282,2012,2011,0.0,0,A/cameroon/12v-5507/2012,A/argentina/1021/2024
1185,309,2012,2011,0.0,0,A/cameroon/12v-5507/2012,A/argentina/1290/2024
1185,284,2012,2010,2.0,1,A/cameroon/12v-5507/2012,A/argentina/1065/2024
1185,285,2012,2009,1.0,0,A/cameroon/12v-5507/2012,A/argentina/1071/2024
1185,286,2012,2011,0.0,0,A/cameroon/12v-5507/2012,A/argentina/1077/2024
1185,288,2012,2009,2.0,1,A/cameroon/12v-5507/2012,A/argentina/1094/2024
1185,289,2012,2011,0.5,0,A/cameroon/12v-5507/2012,A/argentina/1114/2024
1186,282,2013,2011,0.0,0,A/cameroon/12v-5655/2012,A/argentina/1021/2024
1186,284,2013,2010,1.0,0,A/cameroon/12v-5655/2012,A/argentina/1065/2024
1186,285,2013,2009,3.0,1,A/cameroon/12v-5655/2012,A/argentina/1071/2024
1186,300,2013,2013,1.0,0,A/cameroon/12v-5655/2012,A/argentina/1211/2024
1186,286,2013,2011,0.0,0,A/cameroon/12v-5655/2012,A/argentina/1077/2024
1186,287,2013,2012,1.0,0,A/cameroon/12v-5655/2012,A/argentina/1080/2024
1186,289,2013,2011,1.0,0,A/cameroon/12v-5655/2012,A/argentina/1114/2024
308,349,2010,2007,4.0,1,A/argentina/1279/2024,A/armenia/917/2021
308,308,2007,2007,0.0,0,A/argentina/1279/2024,A/argentina/1279/2024
308,429,2008,2007,0.25,0,A/argentina/1279/2024,A/austria/1504938/2022
308,433,2008,2007,0.0,0,A/argentina/1279/2024,A/austria/1505762/2022
308,656,2007,2002,3.0,1,A/argentina/1279/2024,A/belgium/g0405/2022
308,434,2009,2007,3.6666666666666665,1,A/argentina/1279/2024,A/austria/1505788/2022
308,342,2009,2007,3.8,1,A/argentina/1279/2024,A/armenia/869/2021
308,1187,2009,2007,2.0,1,A/argentina/1279/2024,A/cameroon/12v-5657/2012
308,343,2009,2007,2.0,1,A/argentina/1279/2024,A/armenia/881/2021
308,309,2011,2007,2.5,1,A/argentina/1279/2024,A/argentina/1290/2024
308,284,2010,2007,6.333333333333333,1,A/argentina/1279/2024,A/argentina/1065/2024
308,819,2011,2007,0.0,0,A/argentina/1279/2024,A/boras/se23-16165/2023
308,421,2007,2006,0.6,0,A/argentina/1279/2024,A/austria/1503368/2022
308,1188,2009,2007,5.0,1,A/argentina/1279/2024,A/cameroon/12v-5918/2012
308,310,2010,2007,3.1333333333333333,1,A/argentina/1279/2024,A/argentina/2745/2022
308,1189,2009,2007,1.5,0,A/argentina/1279/2024,A/cameroon/15v-2465/2015
308,285,2009,2007,4.15,1,A/argentina/1279/2024,A/argentina/1071/2024
308,1190,2009,2007,2.0,1,A/argentina/1279/2024,A/cameroon/15v-6741/2015
308,344,2010,2007,3.0,1,A/argentina/1279/2024,A/armenia/883/2021
308,1191,2010,2007,4.0,1,A/argentina/1279/2024,A/cameroon/15v-7134/2015
308,1192,2007,2007,2.0,1,A/argentina/1279/2024,A/cameroon/15v-8163/2015
308,820,2011,2007,2.0,1,A/argentina/1279/2024,A/bordeaux/1942/2009
308,286,2011,2007,3.5,1,A/argentina/1279/2024,A/argentina/1077/2024
308,345,2007,2007,0.2307692307692307,0,A/argentina/1279/2024,A/armenia/885/2021
308,288,2009,2007,4.176470588235294,1,A/argentina/1279/2024,A/argentina/1094/2024
308,311,2009,2007,4.0625,1,A/argentina/1279/2024,A/argentina/2784/2022
308,730,2007,2004,2.0,1,A/argentina/1279/2024,A/belgrade/2114/2014
308,346,2009,2007,2.5454545454545454,1,A/argentina/1279/2024,A/armenia/887/2021
308,351,2007,2005,0.3461538461538461,0,A/argentina/1279/2024,A/armenia/922/2021
1193,308,2010,2007,7.0,1,A/cameroon/15v-8793/2015,A/argentina/1279/2024
1193,342,2010,2009,0.0,0,A/cameroon/15v-8793/2015,A/armenia/869/2021
1193,343,2010,2009,0.0,0,A/cameroon/15v-8793/2015,A/armenia/881/2021
1193,285,2010,2009,3.0,1,A/cameroon/15v-8793/2015,A/argentina/1071/2024
1193,345,2010,2007,4.0,1,A/cameroon/15v-8793/2015,A/armenia/885/2021
1193,288,2010,2009,6.0,1,A/cameroon/15v-8793/2015,A/argentina/1094/2024
1193,311,2010,2009,6.0,1,A/cameroon/15v-8793/2015,A/argentina/2784/2022
1193,346,2010,2009,3.0,1,A/cameroon/15v-8793/2015,A/armenia/887/2021
1194,278,2017,2017,0.0,0,A/cameroon/16996/2020,A/aragon/266/2014
1194,274,2017,2014,0.0,0,A/cameroon/16996/2020,A/aragon/2031/2014
1194,276,2017,2016,0.0,0,A/cameroon/16996/2020,A/aragon/2102/2014
1194,335,2017,2014,1.0,0,A/cameroon/16996/2020,A/armenia/12/2017
1194,280,2017,2017,0.0,0,A/cameroon/16996/2020,A/aragon/4051/2022
1195,1196,2005,2005,1.0,0,A/cameroon/1742/2023,A/cameroon/2252/2024
1195,418,2005,2004,2.0,1,A/cameroon/1742/2023,A/austria/1502410/2022
1195,824,2005,2004,0.0,0,A/cameroon/1742/2023,A/bosniaandherzegovina/1149/2024
1195,482,2005,2004,1.0,0,A/cameroon/1742/2023,A/austria/892085/2015
1195,484,2005,2004,0.0,0,A/cameroon/1742/2023,A/austria/893755/2015
1195,485,2005,2003,4.0,1,A/cameroon/1742/2023,A/austria/956928/2016
429,308,2008,2007,0.2,0,A/austria/1504938/2022,A/argentina/1279/2024
429,429,2008,2008,0.0,0,A/austria/1504938/2022,A/austria/1504938/2022
429,433,2008,2008,0.0,0,A/austria/1504938/2022,A/austria/1505762/2022
429,342,2009,2008,4.0,1,A/austria/1504938/2022,A/armenia/869/2021
429,421,2008,2006,1.0,0,A/austria/1504938/2022,A/austria/1503368/2022
429,285,2009,2008,4.0,1,A/austria/1504938/2022,A/argentina/1071/2024
429,345,2008,2007,0.0,0,A/austria/1504938/2022,A/armenia/885/2021
429,730,2008,2004,3.0,1,A/austria/1504938/2022,A/belgrade/2114/2014
429,351,2008,2005,0.5,0,A/austria/1504938/2022,A/armenia/922/2021
1197,338,2017,2014,1.5,0,A/cameroon/2254/2024,A/armenia/2363/2016
1197,274,2017,2014,2.0,1,A/cameroon/2254/2024,A/aragon/2031/2014
1197,525,2017,2016,2.0,1,A/cameroon/2254/2024,A/baden-wurttemberg/9/2015
1198,308,2011,2007,2.0,1,A/cameroon/2500/2024,A/argentina/1279/2024
1198,1198,2011,2011,0.0,0,A/cameroon/2500/2024,A/cameroon/2500/2024
1198,500,2011,2011,1.0,0,A/cameroon/2500/2024,A/baden-wurttemberg/1/2012
1198,501,2011,2011,1.0,0,A/cameroon/2500/2024,A/baden-wurttemberg/1/2014
1198,309,2011,2011,0.0,0,A/cameroon/2500/2024,A/argentina/1290/2024
1198,284,2011,2010,1.5,0,A/cameroon/2500/2024,A/argentina/1065/2024
1198,502,2011,2011,0.0,0,A/cameroon/2500/2024,A/baden-wurttemberg/1/2021
1198,310,2011,2010,2.0,1,A/cameroon/2500/2024,A/argentina/2745/2022
1198,285,2011,2009,1.5,0,A/cameroon/2500/2024,A/argentina/1071/2024
1198,286,2011,2011,0.0,0,A/cameroon/2500/2024,A/argentina/1077/2024
1198,288,2011,2009,2.0,1,A/cameroon/2500/2024,A/argentina/1094/2024
1198,311,2011,2009,2.0,1,A/cameroon/2500/2024,A/argentina/2784/2022
