at_index,sr_index,max_year,min_year,distance,class,at_year,sr_year
75,18,2018,2011,6.5000052920931335,1,2018,2011
20,6,2008,2006,4.0000003109531646,1,2006,2008
6,12,2015,2008,4.0,1,2008,2015
67,15,2015,2013,1.0,0,2015,2013
1,8,2013,2006,3.0,1,2006,2013
68,4,2018,1996,5.250000155476583,1,2018,1996
12,13,2015,2004,5.0,1,2015,2004
9,16,2012,2005,3.2500001554765827,1,2005,2012
7,13,2008,2004,1.499994707906866,0,2008,2004
7,4,2008,1996,2.7499948633834483,1,2008,1996
23,7,2017,2008,4.5000052920931335,1,2017,2008
24,3,2020,2004,3.749997664897999,1,2004,2020
11,22,2016,2016,1.0,0,2016,2016
46,23,2017,2015,3.0,1,2015,2017
39,16,2013,2012,8.250000155476583,1,2013,2012
73,19,2019,2017,9.000000310953165,1,2019,2017
22,20,2016,2006,10.250000155476584,1,2016,2006
66,20,2015,2006,4.250000155476583,1,2015,2006
59,3,2020,2015,7.7499976648979985,1,2015,2020
65,1,2006,2006,1.5000003109531648,0,2006,2006
4,2,2014,1996,3.5,1,1996,2014
73,21,2020,2019,6.749200592989409,1,2019,2020
34,22,2018,2016,6.0,1,2018,2016
53,8,2015,2013,5.0,1,2015,2013
44,3,2020,2015,5.250151777814793,1,2015,2020
43,11,2016,2015,2.0,1,2015,2016
62,22,2016,2009,4.499835320507832,1,2009,2016
57,6,2015,2008,6.5000003109531646,1,2015,2008
44,17,2016,2015,4.0,1,2015,2016
51,6,2018,2008,8.500000310953165,1,2018,2008
16,23,2017,2012,5.750077056458397,1,2012,2017
46,11,2016,2015,3.0,1,2015,2016
11,8,2016,2013,1.499994707906866,0,2016,2013
74,20,2019,2006,11.250000155476584,1,2019,2006
49,9,2016,2005,7.0,1,2016,2005
27,10,2017,2004,4.5000003109531646,1,2004,2017
47,6,2015,2008,7.5000003109531646,1,2015,2008
6,23,2017,2008,4.4999947079068665,1,2008,2017
48,8,2016,2013,4.0,1,2016,2013
21,6,2020,2008,7.0000003109531646,1,2020,2008
67,0,2015,2005,2.499994707906866,1,2015,2005
15,17,2016,2013,6.499835320507832,1,2013,2016
48,17,2016,2016,3.499994707906866,1,2016,2016
22,14,2016,2004,4.5000052920931335,1,2016,2004
8,23,2017,2013,3.0,1,2013,2017
4,18,2011,1996,3.000005292093133,1,1996,2011
70,15,2013,2005,2.500154112916795,1,2005,2013
5,11,2016,2010,6.500154112916794,1,2010,2016
67,18,2015,2011,4.5000052920931335,1,2015,2011
44,14,2015,2004,4.5000052920931335,1,2015,2004
26,15,2015,2013,6.0,1,2015,2013
4,23,2017,1996,3.2499973539534333,1,1996,2017
37,1,2006,2006,3.2499861959427943,1,2006,2006
25,23,2017,2015,6.0,1,2015,2017
15,8,2013,2013,5.500154112916794,1,2013,2013
50,11,2016,2015,5.0,1,2015,2016
75,1,2018,2006,8.500000310953165,1,2018,2006
13,5,2010,2004,4.0,1,2004,2010
71,17,2019,2016,5.0,1,2019,2016
44,16,2015,2012,6.250000155476583,1,2015,2012
43,12,2015,2015,3.0,1,2015,2015
22,23,2017,2016,2.0,1,2016,2017
66,8,2015,2013,2.0,1,2015,2013
27,19,2017,2004,3.000000310953165,1,2004,2017
66,0,2015,2005,1.499994707906866,0,2015,2005
35,22,2016,2008,3.0,1,2008,2016
3,14,2020,2004,4.750241779985586,1,2020,2004
19,13,2017,2004,0.4999947079068662,0,2017,2004
6,0,2008,2005,0.5000046702040022,0,2008,2005
50,6,2015,2008,8.749393806117572,1,2015,2008
32,13,2018,2004,7.0,1,2018,2004
71,22,2019,2016,6.0,1,2019,2016
4,9,2005,1996,0.749997353953433,0,1996,2005
14,14,2004,2004,0.0,0,2004,2004
47,10,2017,2015,5.999995018860031,1,2015,2017
14,13,2004,2004,2.499994707906866,1,2004,2004
6,1,2008,2006,0.0,0,2008,2006
9,15,2013,2005,3.4998353205078323,1,2005,2013
73,1,2019,2006,8.500000310953165,1,2019,2006
55,18,2015,2011,5.000478267878038,1,2015,2011
8,10,2017,2013,3.999995018860031,1,2013,2017
69,12,2016,2015,1.0,0,2016,2015
74,5,2019,2010,11.0,1,2019,2010
40,17,2017,2016,5.500154112916794,1,2017,2016
35,21,2020,2008,4.250002646046567,1,2008,2020
7,7,2008,2008,0.0,0,2008,2008
47,15,2015,2013,5.0,1,2015,2013
40,5,2017,2010,10.0,1,2017,2010
72,18,2019,2011,6.5000052920931335,1,2019,2011
19,9,2017,2005,1.749997353953433,0,2017,2005
74,10,2019,2017,4.5000003109531646,1,2019,2017
57,18,2015,2011,6.5000052920931335,1,2015,2011
9,18,2011,2005,5.000478267878038,1,2005,2011
45,11,2016,2015,4.0,1,2015,2016
3,19,2020,2017,6.999995027665479,1,2020,2017
52,9,2018,2005,3.0,1,2018,2005
59,4,2015,1996,6.250000155476583,1,2015,1996
74,11,2019,2016,5.0,1,2019,2016
37,8,2013,2006,4.0,1,2006,2013
11,12,2016,2015,2.0,1,2016,2015
18,10,2017,2011,5.5000003109531646,1,2011,2017
18,23,2017,2011,8.0,1,2011,2017
39,4,2013,1996,7.250000155476583,1,2013,1996
48,10,2017,2016,8.500000310953165,1,2016,2017
34,16,2018,2012,9.250000155476584,1,2018,2012
57,23,2017,2015,8.0,1,2015,2017
21,9,2020,2005,4.5,1,2020,2005
35,6,2008,2008,1.5000003109531648,0,2008,2008
10,3,2020,2017,0.7499976648979989,0,2017,2020
65,3,2020,2006,5.250151777814793,1,2006,2020
27,12,2015,2004,4.4999947079068665,1,2004,2015
47,20,2015,2006,10.250000155476584,1,2015,2006
14,4,2004,1996,3.749994863383449,1,2004,1996
10,13,2017,2004,3.500154112916795,1,2017,2004
61,6,2008,2005,1.0000003109531648,0,2005,2008
68,17,2018,2016,1.499994707906866,0,2018,2016
49,2,2016,2014,4.0,1,2016,2014
31,3,2020,2018,1.749997664897999,0,2018,2020
61,22,2016,2005,2.2499973539534333,1,2005,2016
23,13,2017,2004,5.500472975784904,1,2017,2004
45,5,2015,2010,10.0,1,2015,2010
50,3,2020,2015,7.7499976648979985,1,2015,2020
39,6,2013,2008,7.5000003109531646,1,2013,2008
47,22,2016,2015,1.499994707906866,0,2015,2016
0,0,2005,2005,0.0,0,2005,2005
55,3,2020,2015,4.749997664897999,1,2015,2020
63,5,2016,2010,9.499197946942845,1,2016,2010
63,9,2016,2005,4.0,1,2016,2005
32,6,2018,2008,9.500000310953164,1,2018,2008
3,17,2020,2016,2.7499973539534333,1,2020,2016
29,18,2015,2011,4.5000052920931335,1,2015,2011
15,12,2015,2013,6.499835320507832,1,2013,2015
7,8,2013,2008,2.499994707906866,1,2008,2013
22,19,2017,2016,7.499835631460997,1,2016,2017
64,12,2016,2015,3.0,1,2016,2015
71,15,2019,2013,6.0,1,2019,2013
62,10,2017,2009,5.5000003109531646,1,2009,2017
66,23,2017,2015,5.500154112916794,1,2015,2017
34,3,2020,2018,2.249992372804865,1,2018,2020
7,11,2016,2008,6.0,1,2008,2016
50,0,2015,2005,8.0,1,2015,2005
1,16,2012,2006,3.2500001554765827,1,2006,2012
14,17,2016,2004,5.500154112916794,1,2004,2016
71,21,2020,2019,6.250002646046567,1,2019,2020
47,9,2015,2005,6.0,1,2015,2005
20,19,2017,2006,3.500000310953165,1,2006,2017
0,7,2008,2005,2.0,1,2005,2008
26,10,2017,2015,7.999835631460997,1,2015,2017
14,18,2011,2004,5.5000052920931335,1,2004,2011
33,13,2018,2004,7.0,1,2018,2004
31,13,2018,2004,7.0,1,2018,2004
48,6,2016,2008,8.999198257896007,1,2016,2008
18,19,2017,2011,5.499995018860031,1,2011,2017
68,0,2018,2005,3.499994707906866,1,2018,2005
34,8,2018,2013,7.0,1,2018,2013
65,19,2017,2006,4.749986195942794,1,2006,2017
6,7,2008,2008,0.0,0,2008,2008
32,18,2018,2011,6.5000052920931335,1,2018,2011
68,13,2018,2004,2.0,1,2018,2004
43,10,2017,2015,8.500000310953165,1,2015,2017
36,21,2020,2015,6.250002646046567,1,2015,2020
25,19,2017,2015,5.0000003109531646,1,2015,2017
58,19,2017,2015,6.0000003109531646,1,2015,2017
6,21,2020,2008,4.750475621831471,1,2008,2020
45,22,2016,2015,1.499994707906866,0,2015,2016
4,6,2008,1996,3.249997664906598,1,1996,2008
22,16,2016,2012,7.250000155476583,1,2016,2012
66,12,2015,2015,5.0,1,2015,2015
11,2,2016,2014,3.0,1,2016,2014
26,0,2015,2005,6.0,1,2015,2005
59,21,2020,2015,3.2500026460465667,1,2015,2020
63,14,2016,2004,4.5000052920931335,1,2016,2004
15,11,2016,2013,5.4999947079068665,1,2013,2016
48,2,2016,2014,3.0,1,2016,2014
26,13,2015,2004,6.0,1,2015,2004
59,22,2016,2015,2.0,1,2015,2016
64,19,2017,2016,7.499835631460997,1,2016,2017
0,12,2015,2005,4.0,1,2005,2015
39,10,2017,2013,5.999995018860031,1,2013,2017
15,15,2013,2013,0.0,0,2013,2013
56,5,2015,2010,8.0,1,2015,2010
44,23,2017,2015,3.0,1,2015,2017
55,6,2015,2008,5.5000003109531646,1,2015,2008
66,2,2015,2014,6.0,1,2015,2014
35,10,2017,2008,4.5000003109531646,1,2008,2017
22,1,2016,2006,6.999835631460997,1,2016,2006
33,16,2018,2012,9.250000155476584,1,2018,2012
5,9,2010,2005,5.0,1,2010,2005
32,22,2018,2016,6.0,1,2018,2016
8,4,2013,1996,4.250000155476583,1,2013,1996
71,0,2019,2005,9.0,1,2019,2005
44,1,2015,2006,6.5000003109531646,1,2015,2006
63,1,2016,2006,4.999995018860031,1,2016,2006
31,0,2018,2005,9.0,1,2018,2005
68,9,2018,2005,3.0,1,2018,2005
76,15,2018,2013,7.0,1,2018,2013
60,14,2006,2004,0.0,0,2006,2004
35,1,2008,2006,1.5000003109531648,0,2008,2006
37,18,2011,2006,3.500005292093134,1,2006,2011
39,12,2015,2013,3.0,1,2013,2015
41,3,2020,2017,2.749997664897999,1,2017,2020
17,9,2016,2005,5.499835320507832,1,2016,2005
54,1,2015,2006,3.500000310953165,1,2015,2006
63,21,2020,2016,1.2500026460465667,0,2016,2020
41,21,2020,2017,1.2500026460465667,0,2017,2020
70,17,2016,2005,2.0,1,2005,2016
22,10,2017,2016,7.00015442386996,1,2016,2017
20,11,2016,2006,7.0,1,2006,2016
56,1,2015,2006,5.5000003109531646,1,2015,2006
5,21,2020,2010,6.250002646046567,1,2010,2020
32,15,2018,2013,6.0,1,2018,2013
25,14,2015,2004,2.500005292093134,1,2015,2004
62,16,2012,2009,3.749994863383448,1,2009,2012
73,23,2019,2017,5.0,1,2019,2017
76,9,2018,2005,8.0,1,2018,2005
36,14,2015,2004,1.5000052920931335,0,2015,2004
15,16,2013,2012,3.2500001554765827,1,2013,2012
21,21,2020,2020,0.0,0,2020,2020
72,2,2019,2014,5.0,1,2019,2014
70,20,2006,2005,2.7499948633834483,1,2005,2006
10,23,2017,2017,3.499994707906866,1,2017,2017
13,13,2004,2004,0.0,0,2004,2004
53,12,2015,2015,6.0,1,2015,2015
73,0,2019,2005,10.0,1,2019,2005
52,14,2018,2004,3.500005292093134,1,2018,2004
59,18,2015,2011,6.5000052920931335,1,2015,2011
11,14,2016,2004,5.5000052920931335,1,2016,2004
55,20,2015,2006,6.250000155476583,1,2015,2006
33,4,2018,1996,9.250000155476584,1,2018,1996
65,14,2006,2004,1.7500688420932773,0,2006,2004
17,22,2016,2016,4.499835320507832,1,2016,2016
37,12,2015,2006,5.500154112916794,1,2006,2015
63,0,2016,2005,4.0,1,2016,2005
74,2,2019,2014,3.499994707906866,1,2019,2014
46,2,2015,2014,3.0,1,2015,2014
42,22,2016,2016,0.0,0,2016,2016
45,19,2017,2015,8.50047328673807,1,2015,2017
43,1,2015,2006,8.500000310953165,1,2015,2006
16,9,2012,2005,2.624990296448248,1,2012,2005
37,22,2016,2006,4.499835320507832,1,2006,2016
51,15,2018,2013,6.0,1,2018,2013
31,2,2018,2014,5.0,1,2018,2014
55,9,2015,2005,4.0,1,2015,2005
49,20,2016,2006,10.250000155476584,1,2016,2006
48,23,2017,2016,3.0,1,2016,2017
14,11,2016,2004,7.499835320507832,1,2004,2016
56,14,2015,2004,3.250180743476951,1,2015,2004
21,5,2020,2010,10.0,1,2020,2010
18,8,2013,2011,4.4999947079068665,1,2011,2013
64,5,2016,2010,10.0,1,2016,2010
36,23,2017,2015,7.0,1,2015,2017
11,10,2017,2016,6.5000003109531646,1,2016,2017
5,3,2020,2010,6.249832985405831,1,2010,2020
5,18,2011,2010,3.0001594050099287,1,2010,2011
62,8,2013,2009,4.0,1,2009,2013
50,17,2016,2015,7.0,1,2015,2016
62,15,2013,2009,3.0,1,2009,2013
15,20,2013,2006,6.750154268393377,1,2013,2006
56,18,2015,2011,6.5000052920931335,1,2015,2011
66,19,2017,2015,1.0000003109531648,0,2015,2017
44,18,2015,2011,6.5000052920931335,1,2015,2011
43,17,2016,2015,5.0,1,2015,2016
5,22,2016,2010,5.500472975784904,1,2010,2016
3,22,2020,2016,4.749917660253916,1,2020,2016
18,11,2016,2011,9.499197946942845,1,2011,2016
44,6,2015,2008,7.5000003109531646,1,2015,2008
66,16,2015,2012,0.7500048256805846,0,2015,2012
32,8,2018,2013,7.500472975784904,1,2018,2013
38,10,2017,2014,7.5000003109531646,1,2014,2017
39,5,2013,2010,10.0,1,2013,2010
73,18,2019,2011,6.5000052920931335,1,2019,2011
68,5,2018,2010,7.0,1,2018,2010
3,7,2020,2008,6.750241779985586,1,2020,2008
52,1,2018,2006,4.999995018860031,1,2018,2006
10,19,2017,2017,4.499995018860031,1,2017,2017
62,3,2020,2009,5.749997664897999,1,2009,2020
24,16,2012,2004,2.7499948633834483,1,2004,2012
15,21,2020,2013,5.250002646046567,1,2013,2020
74,6,2019,2008,8.999198257896007,1,2019,2008
57,13,2015,2004,4.0,1,2015,2004
48,18,2016,2011,6.5000052920931335,1,2016,2011
22,4,2016,1996,5.749994863383449,1,2016,1996
75,13,2018,2004,7.0,1,2018,2004
12,12,2015,2015,0.0,0,2015,2015
16,2,2014,2012,5.750077056458397,1,2012,2014
42,3,2020,2016,3.749997664897999,1,2016,2020
75,10,2018,2017,5.249986195942794,1,2018,2017
2,2,2014,2014,0.0,0,2014,2014
39,23,2017,2013,2.0,1,2013,2017
39,18,2013,2011,5.5000052920931335,1,2013,2011
32,19,2018,2017,9.000000310953165,1,2018,2017
6,2,2014,2008,4.4999947079068665,1,2008,2014
5,2,2014,2010,9.0,1,2010,2014
19,1,2017,2006,0.5000024905785835,0,2017,2006
20,22,2016,2006,7.0,1,2006,2016
51,19,2018,2017,8.000000310953165,1,2018,2017
39,17,2016,2013,5.0,1,2013,2016
71,1,2019,2006,8.500000310953165,1,2019,2006
27,16,2012,2004,3.2500001554765827,1,2004,2012
51,20,2018,2006,9.250000155476584,1,2018,2006
27,6,2008,2004,2.500000310953165,1,2004,2008
69,0,2016,2005,8.499197946942843,1,2016,2005
72,22,2019,2016,6.0,1,2019,2016
26,3,2020,2015,4.499983549887629,1,2015,2020
28,7,2016,2008,4.5000052920931335,1,2016,2008
26,12,2015,2015,2.0,1,2015,2015
75,22,2018,2016,6.0,1,2018,2016
16,13,2012,2004,1.749997353953433,0,2012,2004
28,20,2016,2006,4.250000155476583,1,2016,2006
31,11,2018,2016,5.0,1,2018,2016
24,8,2013,2004,3.0,1,2004,2013
12,14,2015,2004,4.5000052920931335,1,2015,2004
6,16,2012,2008,3.749994863383448,1,2008,2012
45,17,2016,2015,4.0,1,2015,2016
24,1,2006,2004,0.0,0,2004,2006
62,9,2009,2005,2.0,1,2009,2005
76,12,2018,2015,4.4999947079068665,1,2018,2015
19,19,2017,2017,0.0,0,2017,2017
53,3,2020,2015,5.749997664897999,1,2015,2020
32,20,2018,2006,11.250000155476584,1,2018,2006
60,21,2020,2006,4.750475621831471,1,2006,2020
28,23,2017,2016,3.0,1,2016,2017
10,14,2017,2004,1.5000052920931335,0,2017,2004
22,18,2016,2011,5.5000052920931335,1,2016,2011
53,15,2015,2013,1.0,0,2015,2013
49,18,2016,2011,6.5000052920931335,1,2016,2011
54,19,2017,2015,4.499995018860031,1,2015,2017
31,19,2018,2017,9.000000310953165,1,2018,2017
2,6,2014,2008,6.00015442386996,1,2014,2008
51,23,2018,2017,3.499994707906866,1,2018,2017
41,17,2017,2016,2.0,1,2017,2016
56,9,2015,2005,4.750175451383817,1,2015,2005
72,23,2019,2017,5.0,1,2019,2017
71,23,2019,2017,4.4999947079068665,1,2019,2017
72,6,2019,2008,8.999198257896007,1,2019,2008
52,19,2018,2017,6.50015442386996,1,2018,2017
46,15,2015,2013,4.500472975784904,1,2015,2013
67,1,2015,2006,2.500000310953165,1,2015,2006
71,14,2019,2004,5.5000052920931335,1,2019,2004
44,12,2015,2015,2.0,1,2015,2015
63,2,2016,2014,3.0,1,2016,2014
29,17,2016,2015,5.0,1,2015,2016
18,5,2011,2010,5.4999947079068665,1,2011,2010
72,4,2019,1996,9.250000155476584,1,2019,1996
73,13,2019,2004,7.0,1,2019,2004
49,15,2016,2013,5.0,1,2016,2013
48,9,2016,2005,7.0,1,2016,2005
17,15,2016,2013,5.499197946942842,1,2016,2013
75,19,2018,2017,9.000000310953165,1,2018,2017
6,18,2011,2008,3.9998406126009662,1,2008,2011
59,19,2017,2015,9.000000310953165,1,2015,2017
58,5,2015,2010,7.0,1,2015,2010
2,0,2014,2005,3.499994707906866,1,2014,2005
1,12,2015,2006,4.0,1,2006,2015
29,21,2020,2015,6.250002646046567,1,2015,2020
52,4,2018,1996,6.250000155476583,1,2018,1996
49,23,2017,2016,3.0,1,2016,2017
21,15,2020,2013,5.0,1,2020,2013
4,5,2010,1996,2.2499998445234177,1,1996,2010
27,2,2014,2004,5.0,1,2004,2014
75,16,2018,2012,8.749198102419424,1,2018,2012
29,9,2015,2005,4.500154112916794,1,2015,2005
30,18,2014,2011,4.5000052920931335,1,2014,2011
24,14,2004,2004,0.0,0,2004,2004
11,19,2017,2016,7.0000003109531646,1,2016,2017
22,3,2020,2016,5.749997664897999,1,2016,2020
40,15,2017,2013,5.0,1,2017,2013
31,8,2018,2013,7.0,1,2018,2013
37,19,2017,2006,4.0000003109531646,1,2006,2017
4,19,2017,1996,1.749997664906598,0,1996,2017
23,14,2017,2004,5.000478267878038,1,2017,2004
67,14,2015,2004,1.5000052920931335,0,2015,2004
55,5,2015,2010,7.0,1,2015,2010
47,1,2015,2006,6.5000003109531646,1,2015,2006
21,2,2020,2014,2.5,1,2020,2014
16,3,2020,2012,4.249997664897999,1,2012,2020
57,0,2015,2005,5.0,1,2015,2005
1,14,2006,2004,0.5000052920931338,0,2006,2004
20,17,2016,2006,1.499994707906866,0,2006,2016
5,5,2010,2010,0.0,0,2010,2010
55,2,2015,2014,5.500154112916794,1,2015,2014
63,18,2016,2011,5.000478267878038,1,2016,2011
48,4,2016,1996,7.250000155476583,1,2016,1996
15,3,2020,2013,4.749997664897999,1,2013,2020
16,8,2013,2012,3.749997353953433,1,2012,2013
43,5,2015,2010,10.0,1,2015,2010
17,13,2016,2004,5.500472975784904,1,2016,2004
26,16,2015,2012,8.250000155476583,1,2015,2012
50,16,2015,2012,7.7504731312614865,1,2015,2012
69,5,2016,2010,11.0,1,2016,2010
59,16,2015,2012,8.250000155476583,1,2015,2012
32,2,2018,2014,6.0,1,2018,2014
27,21,2020,2004,4.250002646046567,1,2004,2020
68,15,2018,2013,2.500154112916795,1,2018,2013
36,16,2015,2012,3.2500001554765827,1,2015,2012
43,19,2017,2015,8.50047328673807,1,2015,2017
18,14,2011,2004,2.500005292093134,1,2011,2004
31,18,2018,2011,6.5000052920931335,1,2018,2011
69,15,2016,2013,6.0,1,2016,2013
67,12,2015,2015,6.499835320507832,1,2015,2015
3,8,2020,2013,5.250077056458397,1,2020,2013
72,7,2019,2008,7.500005292093133,1,2019,2008
45,8,2015,2013,3.0,1,2015,2013
70,4,2005,1996,2.2500001554765823,1,2005,1996
31,7,2018,2008,7.500005292093133,1,2018,2008
38,19,2017,2014,8.50047328673807,1,2014,2017
36,7,2015,2008,4.5000052920931335,1,2015,2008
65,8,2013,2006,4.0,1,2006,2013
64,21,2020,2016,1.2500026460465667,0,2016,2020
30,19,2017,2014,5.0000003109531646,1,2014,2017
51,22,2018,2016,5.0,1,2018,2016
21,14,2020,2004,4.750241779985586,1,2020,2004
65,6,2008,2006,3.500000310953165,1,2006,2008
1,22,2016,2006,3.500154112916795,1,2006,2016
62,0,2009,2005,2.0,1,2009,2005
8,7,2013,2008,3.0,1,2013,2008
12,17,2016,2015,3.499994707906866,1,2015,2016
0,20,2006,2005,3.999997509430016,1,2005,2006
53,11,2016,2015,5.4999947079068665,1,2015,2016
19,18,2017,2011,3.500005292093134,1,2017,2011
2,21,2020,2014,1.749997353953433,0,2014,2020
13,3,2020,2004,5.749997664897999,1,2004,2020
19,10,2017,2017,4.499995018860031,1,2017,2017
23,2,2017,2014,2.0,1,2017,2014
60,17,2016,2006,6.499835320507832,1,2006,2016
19,16,2017,2012,0.7500001554765824,0,2017,2012
13,7,2008,2004,4.000159405009929,1,2004,2008
42,11,2016,2016,3.0,1,2016,2016
29,11,2016,2015,6.500154112916794,1,2015,2016
63,13,2016,2004,4.499835320507832,1,2016,2004
50,4,2015,1996,6.250000155476583,1,2015,1996
11,23,2017,2016,2.0,1,2016,2017
4,21,2020,1996,4.250002646046567,1,1996,2020
49,22,2016,2016,3.500154112916795,1,2016,2016
55,8,2015,2013,4.4999947079068665,1,2015,2013
3,12,2020,2015,2.7499973539534333,1,2020,2015
34,20,2018,2006,11.250000155476584,1,2018,2006
26,4,2015,1996,7.250000155476583,1,2015,1996
1,11,2016,2006,6.0,1,2006,2016
74,13,2019,2004,7.0,1,2019,2004
42,2,2016,2014,2.0,1,2016,2014
34,10,2018,2017,4.5000003109531646,1,2018,2017
9,4,2005,1996,2.7499948633834483,1,2005,1996
29,1,2015,2006,4.5000003109531646,1,2015,2006
54,17,2016,2015,0.0,0,2015,2016
34,7,2018,2008,7.500005292093133,1,2018,2008
57,20,2015,2006,8.250000155476583,1,2015,2006
9,10,2017,2005,4.999995018860031,1,2005,2017
52,10,2018,2017,2.0000049811571667,1,2018,2017
70,19,2017,2005,3.000000310953165,1,2005,2017
7,20,2008,2006,5.749994863383449,1,2008,2006
65,23,2017,2006,5.0,1,2006,2017
62,19,2017,2009,4.499995018860031,1,2009,2017
27,8,2013,2004,4.0,1,2004,2013
71,9,2019,2005,7.0,1,2019,2005
42,7,2016,2008,4.5000052920931335,1,2016,2008
34,14,2018,2004,6.5000052920931335,1,2018,2004
54,8,2015,2013,0.0,0,2015,2013
49,3,2020,2016,5.749997664897999,1,2016,2020
13,21,2020,2004,5.250002646046567,1,2004,2020
56,22,2016,2015,4.0,1,2015,2016
67,13,2015,2004,3.0,1,2015,2004
63,8,2016,2013,3.0,1,2016,2013
65,4,2006,1996,4.250000155476583,1,2006,1996
53,6,2015,2008,6.00015442386996,1,2015,2008
57,19,2017,2015,7.0000003109531646,1,2015,2017
21,17,2020,2016,4.5,1,2020,2016
22,0,2016,2005,7.0,1,2016,2005
60,1,2006,2006,2.500000310953165,1,2006,2006
57,9,2015,2005,5.0,1,2015,2005
12,22,2016,2015,0.0,0,2015,2016
32,3,2020,2018,2.749997664897999,1,2018,2020
29,3,2020,2015,5.250151777814793,1,2015,2020
2,19,2017,2014,6.50015442386996,1,2014,2017
45,3,2020,2015,5.250151777814793,1,2015,2020
54,6,2015,2008,3.500000310953165,1,2015,2008
44,0,2015,2005,7.0,1,2015,2005
9,23,2017,2005,5.0,1,2005,2017
3,5,2020,2010,9.999197946942845,1,2020,2010
62,2,2014,2009,5.500154112916794,1,2009,2014
10,15,2017,2013,2.500154112916795,1,2017,2013
13,4,2004,1996,2.2500001554765823,1,2004,1996
21,4,2020,1996,5.750000155476583,1,2020,1996
31,12,2018,2015,4.4999947079068665,1,2018,2015
25,11,2016,2015,7.0,1,2015,2016
72,5,2019,2010,11.0,1,2019,2010
7,22,2016,2008,3.0,1,2008,2016
16,7,2012,2008,3.2500026460465667,1,2012,2008
76,22,2018,2016,8.0,1,2018,2016
19,17,2017,2016,4.5,1,2017,2016
9,12,2015,2005,4.4999947079068665,1,2005,2015
32,14,2018,2004,6.5000052920931335,1,2018,2004
30,16,2014,2012,3.749994863383448,1,2014,2012
12,1,2015,2006,5.5000003109531646,1,2015,2006
60,9,2006,2005,3.0,1,2006,2005
76,11,2018,2016,5.0,1,2018,2016
26,2,2015,2014,3.0,1,2015,2014
51,18,2018,2011,5.5000052920931335,1,2018,2011
1,18,2011,2006,3.9998406126009662,1,2006,2011
65,7,2008,2006,2.500005292093134,1,2006,2008
53,22,2016,2015,4.499835320507832,1,2015,2016
39,19,2017,2013,8.000000310953165,1,2013,2017
47,4,2015,1996,5.250000155476583,1,2015,1996
5,7,2010,2008,3.0,1,2010,2008
7,5,2010,2008,2.0,1,2008,2010
48,22,2016,2016,2.499994707906866,1,2016,2016
41,12,2017,2015,1.0,0,2017,2015
41,13,2017,2004,2.499994707906866,1,2017,2004
45,10,2017,2015,7.5000003109531646,1,2015,2017
48,5,2016,2010,10.0,1,2016,2010
69,11,2016,2016,3.0,1,2016,2016
70,14,2005,2004,1.0,0,2005,2004
10,8,2017,2013,2.499994707906866,1,2017,2013
54,9,2015,2005,2.0,1,2015,2005
63,12,2016,2015,2.0,1,2016,2015
46,8,2015,2013,2.0,1,2015,2013
51,9,2018,2005,6.500472975784904,1,2018,2005
22,15,2016,2013,5.0,1,2016,2013
65,0,2006,2005,1.249996530510623,0,2006,2005
3,13,2020,2004,6.7495989734714215,1,2020,2004
15,10,2017,2013,5.5000003109531646,1,2013,2017
36,11,2016,2015,6.0,1,2015,2016
50,22,2016,2015,2.0,1,2015,2016
58,1,2015,2006,4.999995018860031,1,2015,2006
4,10,2017,1996,4.249997664906598,1,1996,2017
13,2,2014,2004,6.0,1,2004,2014
2,5,2014,2010,10.499197946942845,1,2014,2010
15,5,2013,2010,1.0,0,2013,2010
41,6,2017,2008,5.249986195942794,1,2017,2008
15,9,2013,2005,5.0,1,2013,2005
27,14,2004,2004,1.5000052920931335,0,2004,2004
2,23,2017,2014,0.5000046702040022,0,2014,2017
41,22,2017,2016,0.0,0,2017,2016
48,13,2016,2004,7.0,1,2016,2004
8,15,2013,2013,2.500154112916795,1,2013,2013
76,3,2020,2018,3.749997664897999,1,2018,2020
43,7,2015,2008,7.500005292093133,1,2015,2008
61,9,2005,2005,1.749997353953433,0,2005,2005
43,6,2015,2008,8.500000310953165,1,2015,2008
30,21,2020,2014,3.2500026460465667,1,2014,2020
18,3,2020,2011,7.250470640682902,1,2011,2020
74,4,2019,1996,9.250000155476584,1,2019,1996
12,9,2015,2005,5.0,1,2015,2005
14,16,2012,2004,5.250000155476583,1,2004,2012
65,18,2011,2006,5.000478267878038,1,2006,2011
42,6,2016,2008,6.5000003109531646,1,2016,2008
47,14,2015,2004,4.5000052920931335,1,2015,2004
