anchor,positive,negative,pos_distance,neg_distance,distance_gap,margin
41,22,10,0.0,3.999995018860031,3.999995018860031,3.999995018860031
41,22,4,0.0,4.250000155476583,4.250000155476583,4.250000155476583
41,22,1,0.0,4.5000003109531646,4.5000003109531646,4.5000003109531646
41,22,6,0.0,5.249986195942794,5.249986195942794,5.249986195942794
41,22,16,0.0,5.750154268393377,5.750154268393377,5.750154268393377
41,22,19,0.0,6.0000003109531646,6.0000003109531646,6.0000003109531646
41,12,13,1.0,2.499994707906866,1.499994707906866,1.499994707906866
41,12,3,1.0,2.749997664897999,1.749997664897999,1.749997664897999
41,12,15,1.0,3.0,2.0,2.0
41,12,10,1.0,3.999995018860031,2.999995018860031,2.999995018860031
41,12,4,1.0,4.250000155476583,3.2500001554765827,3.2500001554765827
41,12,1,1.0,4.5000003109531646,3.5000003109531646,3.5000003109531646
41,12,6,1.0,5.249986195942794,4.249986195942794,4.249986195942794
41,12,16,1.0,5.750154268393377,4.750154268393377,4.750154268393377
41,12,19,1.0,6.0000003109531646,5.0000003109531646,5.0000003109531646
28,17,23,1.0,3.0,2.0,2.0
28,17,8,1.0,3.499994707906866,2.499994707906866,2.499994707906866
28,17,3,1.0,3.749997664897999,2.749997664897999,2.749997664897999
28,17,15,1.0,4.0,3.0,3.0
28,17,7,1.0,4.5000052920931335,3.5000052920931335,3.5000052920931335
28,17,1,1.0,4.999995018860031,3.999995018860031,3.999995018860031
28,17,18,1.0,5.000478267878038,4.000478267878038,4.000478267878038
28,17,16,1.0,6.250000155476583,5.250000155476583,5.250000155476583
28,17,6,1.0,6.5000003109531646,5.5000003109531646,5.5000003109531646
11,54,63,0.0,3.0,3.0,3.0
11,54,68,0.0,3.0,3.0,3.0
11,54,44,0.0,3.0,3.0,3.0
11,54,2,0.0,3.0,3.0,3.0
11,54,19,0.0,3.5,3.5,3.5
11,54,3,0.0,3.749997353953433,3.749997353953433,3.749997353953433
11,54,39,0.0,4.0,4.0,4.0
11,54,64,0.0,4.0,4.0,4.0
11,54,40,0.0,4.0,4.0,4.0
11,54,52,0.0,4.0,4.0,4.0
11,54,26,0.0,4.0,4.0,4.0
11,54,70,0.0,5.0,5.0,5.0
11,54,51,0.0,5.0,5.0,5.0
11,54,71,0.0,5.0,5.0,5.0
11,54,4,0.0,5.0,5.0,5.0
11,54,50,0.0,5.0,5.0,5.0
11,54,74,0.0,5.0,5.0,5.0
11,54,31,0.0,5.0,5.0,5.0
11,54,76,0.0,5.0,5.0,5.0
11,54,15,0.0,5.4999947079068665,5.4999947079068665,5.4999947079068665
11,54,53,0.0,5.4999947079068665,5.4999947079068665,5.4999947079068665
11,54,14,0.0,5.5000052920931335,5.5000052920931335,5.5000052920931335
11,54,9,0.0,6.0,6.0,6.0
11,54,0,0.0,6.0,6.0,6.0
11,54,32,0.0,6.0,6.0,6.0
11,54,1,0.0,6.0,6.0,6.0
11,54,7,0.0,6.0,6.0,6.0
11,54,36,0.0,6.0,6.0,6.0
11,54,16,0.0,6.250000155476583,6.250000155476583,6.250000155476583
11,54,10,0.0,6.5000003109531646,6.5000003109531646,6.5000003109531646
11,54,67,0.0,6.500154112916794,6.500154112916794,6.500154112916794
11,54,65,0.0,6.500154112916794,6.500154112916794,6.500154112916794
11,54,5,0.0,6.500154112916794,6.500154112916794,6.500154112916794
11,54,29,0.0,6.500154112916794,6.500154112916794,6.500154112916794
11,54,20,0.0,7.0,7.0,7.0
11,54,25,0.0,7.0,7.0,7.0
11,54,6,0.0,8.00047328673807,8.00047328673807,8.00047328673807
11,54,57,0.0,8.250465732330738,8.250465732330738,8.250465732330738
11,54,18,0.0,9.499197946942845,9.499197946942845,9.499197946942845
11,22,63,1.0,3.0,2.0,2.0
11,22,68,1.0,3.0,2.0,2.0
11,22,44,1.0,3.0,2.0,2.0
11,22,2,1.0,3.0,2.0,2.0
11,22,19,1.0,3.5,2.5,2.5
11,22,3,1.0,3.749997353953433,2.749997353953433,2.749997353953433
11,22,39,1.0,4.0,3.0,3.0
11,22,64,1.0,4.0,3.0,3.0
11,22,40,1.0,4.0,3.0,3.0
11,22,52,1.0,4.0,3.0,3.0
11,22,26,1.0,4.0,3.0,3.0
11,22,70,1.0,5.0,4.0,4.0
11,22,51,1.0,5.0,4.0,4.0
11,22,71,1.0,5.0,4.0,4.0
11,22,4,1.0,5.0,4.0,4.0
11,22,50,1.0,5.0,4.0,4.0
11,22,74,1.0,5.0,4.0,4.0
11,22,31,1.0,5.0,4.0,4.0
11,22,76,1.0,5.0,4.0,4.0
11,22,15,1.0,5.4999947079068665,4.4999947079068665,4.4999947079068665
11,22,53,1.0,5.4999947079068665,4.4999947079068665,4.4999947079068665
11,22,14,1.0,5.5000052920931335,4.5000052920931335,4.5000052920931335
11,22,9,1.0,6.0,5.0,5.0
11,22,0,1.0,6.0,5.0,5.0
11,22,32,1.0,6.0,5.0,5.0
11,22,1,1.0,6.0,5.0,5.0
11,22,7,1.0,6.0,5.0,5.0
11,22,36,1.0,6.0,5.0,5.0
11,22,16,1.0,6.250000155476583,5.250000155476583,5.250000155476583
11,22,10,1.0,6.5000003109531646,5.5000003109531646,5.5000003109531646
11,22,67,1.0,6.500154112916794,5.500154112916794,5.500154112916794
11,22,65,1.0,6.500154112916794,5.500154112916794,5.500154112916794
11,22,5,1.0,6.500154112916794,5.500154112916794,5.500154112916794
11,22,29,1.0,6.500154112916794,5.500154112916794,5.500154112916794
11,22,20,1.0,7.0,6.0,6.0
11,22,25,1.0,7.0,6.0,6.0
11,22,6,1.0,8.00047328673807,7.000473286738069,7.000473286738069
11,22,57,1.0,8.250465732330738,7.250465732330738,7.250465732330738
11,22,18,1.0,9.499197946942845,8.499197946942845,8.499197946942845
31,3,23,1.749997664897999,4.4999947079068665,2.7499970430088676,2.7499970430088676
31,3,12,1.749997664897999,4.4999947079068665,2.7499970430088676,2.7499970430088676
31,3,11,1.749997664897999,5.0,3.250002335102001,3.250002335102001
31,3,14,1.749997664897999,5.5000052920931335,3.7500076271951346,3.7500076271951346
31,3,22,1.749997664897999,6.0,4.2500023351020015,4.2500023351020015
31,3,15,1.749997664897999,6.0,4.2500023351020015,4.2500023351020015
31,3,18,1.749997664897999,6.5000052920931335,4.750007627195135,4.750007627195135
31,3,9,1.749997664897999,7.0,5.2500023351020015,5.2500023351020015
31,3,13,1.749997664897999,7.0,5.2500023351020015,5.2500023351020015
31,3,8,1.749997664897999,7.0,5.2500023351020015,5.2500023351020015
31,3,7,1.749997664897999,7.500005292093133,5.750007627195133,5.750007627195133
31,3,6,1.749997664897999,8.500000310953165,6.750002646055167,6.750002646055167
31,3,0,1.749997664897999,9.0,7.2500023351020015,7.2500023351020015
31,3,19,1.749997664897999,9.000000310953165,7.250002646055167,7.250002646055167
31,3,4,1.749997664897999,9.250000155476584,7.500002490578586,7.500002490578586
31,3,5,1.749997664897999,10.0,8.250002335102002,8.250002335102002
46,22,15,1.0,4.500472975784904,3.500472975784904,3.500472975784904
46,22,4,1.0,6.250000155476583,5.250000155476583,5.250000155476583
46,22,18,1.0,6.5000052920931335,5.5000052920931335,5.5000052920931335
46,22,7,1.0,6.5000052920931335,5.5000052920931335,5.5000052920931335
46,22,0,1.0,7.0,6.0,6.0
46,22,16,1.0,7.250000155476583,6.250000155476583,6.250000155476583
46,22,19,1.0,8.000000310953165,7.000000310953165,7.000000310953165
46,22,20,1.0,10.250000155476584,9.250000155476584,9.250000155476584
46,12,15,1.499994707906866,4.500472975784904,3.0004782678780377,3.0004782678780377
46,12,4,1.499994707906866,6.250000155476583,4.750005447569716,4.750005447569716
46,12,18,1.499994707906866,6.5000052920931335,5.000010584186267,5.000010584186267
46,12,7,1.499994707906866,6.5000052920931335,5.000010584186267,5.000010584186267
46,12,0,1.499994707906866,7.0,5.5000052920931335,5.5000052920931335
46,12,16,1.499994707906866,7.250000155476583,5.750005447569716,5.750005447569716
46,12,19,1.499994707906866,8.000000310953165,6.500005603046299,6.500005603046299
46,12,20,1.499994707906866,10.250000155476584,8.750005447569718,8.750005447569718
35,1,22,1.5000003109531648,3.0,1.4999996890468352,1.4999996890468352
35,1,23,1.5000003109531648,3.499994707906866,1.9999943969537013,1.9999943969537013
35,1,8,1.5000003109531648,3.499994707906866,1.9999943969537013,1.9999943969537013
35,1,12,1.5000003109531648,3.499994707906866,1.9999943969537013,1.9999943969537013
35,1,5,1.5000003109531648,4.0,2.4999996890468354,2.4999996890468354
35,1,4,1.5000003109531648,4.250000155476583,2.749999844523418,2.749999844523418
35,1,21,1.5000003109531648,4.250002646046567,2.750002335093402,2.750002335093402
35,1,10,1.5000003109531648,4.5000003109531646,3.0,3.0
35,1,20,1.5000003109531648,6.250000155476583,4.749999844523418,4.749999844523418
36,14,7,1.5000052920931335,4.5000052920931335,3.0,3.0
36,14,11,1.5000052920931335,6.0,4.4999947079068665,4.4999947079068665
36,14,21,1.5000052920931335,6.250002646046567,4.749997353953433,4.749997353953433
36,14,3,1.5000052920931335,6.749997664897999,5.249992372804866,5.249992372804866
36,14,17,1.5000052920931335,7.0,5.4999947079068665,5.4999947079068665
36,14,23,1.5000052920931335,7.0,5.4999947079068665,5.4999947079068665
